co,id2_intermedio,id3_intermedio
0207009129E,19972,31989
0207009130E,19973,31990
0207009131E,19974,31991
0207009132E,19975,31992
0207009133E,19976,31993
0207009134E,19977,31994
0207009135E,19978,31995
0207009136E,19979,31996
0207009137E,19980,31997
0207009138E,19981,31998
0207009139E,19982,31999
0207009140E,19983,32000
0207009141E,19984,32001
0207009142E,19985,32002
0207009143E,19986,32003
0207009144E,19987,32004
0207009145E,19988,32005
0207009146E,19989,32006
0207009147E,19990,32007
0207009148E,19991,32008
0207009149E,19992,32009
0207009150E,19993,32010
0207009151E,19994,32011
0207100001X,12026,32012
0207100002X,12027,32013
0207100003X,12028,32014
0207100004X,12029,32015
0207100005X,12030,32016
0207100006X,12031,32017
0207100007X,12032,32018
0207100008X,12033,32019
0207100009X,12034,32020
0207100010X,12035,32021
0207100011X,12036,32022
0207100012X,12037,32023
0207100013X,12038,32024
0207100014X,12039,32025
0207100015X,12040,32026
0207100016X,12041,32027
0207100017X,12042,32028
0207100018X,12043,32029
0207100019X,12044,32030
0207100020X,12045,32031
0207100021X,12046,32032
0207100022X,12047,32033
0207100023X,12048,32034
0207100024X,12049,32035
0207100025X,12050,32036
0207100026X,12051,32037
0207100027X,12052,32038
0207100028X,12053,32039
0207100029X,12054,32040
0207100030X,12055,32041
0207100031X,12056,32042
0207100032X,12057,32043
0207100033X,12058,32044
0207100034X,12059,32045
0207100035X,12060,32046
0207100036X,12061,32047
0207100037X,12062,32048
0207100038X,12063,32049
0207100039X,12064,32050
0207100040X,12065,32051
0207100041X,12066,32052
0207100042X,12067,32053
0207100043X,12068,32054
0207100044X,12069,32055
0207100045X,12070,32056
0207100046X,12071,32057
0207100047X,12072,32058
0207100048X,12073,32059
0207100049X,12074,32060
0207100050X,12075,32061
0207100051X,12076,32062
0207100052X,12077,32063
0207100053X,12078,32064
0207100054X,12079,32065
0207100055X,12080,32066
0207100056X,12081,32067
0207100057X,12082,32068
0207100058X,12083,32069
0207100059X,12084,32070
0207100060X,12085,32071
0207100061X,12086,32072
0207100062X,12087,32073
0207100063X,12088,32074
0207100064X,12089,32075
0207100065X,12090,32076
0207100066X,12091,32077
0207100067X,12092,32078
0207100068X,12093,32079
0207100069X,12094,32080
0207100070X,12095,32081
0207100071X,12096,32082
0207100072X,12097,32083
0207100073X,12098,32084
0207100074X,12099,32085
0207100075X,12100,32086
0207100076X,12101,32087
0207100077X,12102,32088
0207100078X,12103,32089
0207100079X,12104,32090
0207100080X,12105,32091
0207100081X,12106,32092
0207100082X,12107,32093
0207100083X,12108,32094
0207100084X,12109,32095
0207100085X,12110,32096
0207100086X,12111,32097
0207100087X,12112,32098
0207100088X,12113,32099
0207100089X,12114,32100
0207100090X,12115,32101
0207100091X,12116,32102
0207100092X,12117,32103
0207100093X,12118,32104
0207100094X,12119,32105
0207100095X,12120,32106
0207100096X,12121,32107
0207100097X,12122,32108
0207100098X,12123,32109
0207100099X,12124,32110
0207100100X,12125,32111
0207100101X,12126,32112
0207100102X,12127,32113
0207100103X,12128,32114
0207100104X,12129,32115
0207100105X,12130,32116
0207100106X,12131,32117
0207100107X,12132,32118
0207100108X,12133,32119
0207100109X,12134,32120
0207100110X,12135,32121
0207100111X,12136,32122
0207100112X,12137,32123
0207100113X,12138,32124
0207100114X,12139,32125
0207100115X,12140,32126
0207100116X,12141,32127
0207100117X,12142,32128
0207100118X,12143,32129
0207100119X,12144,32130
0207100120X,12145,32131
0207100121X,12146,32132
0207100122X,12147,32133
0207100123X,12148,32134
0207100124X,12149,32135
0207100125X,12150,32136
0207100126X,12151,32137
0207100127X,12152,32138
0207100128X,12153,32139
0207100129X,12154,32140
0207100130X,12155,32141
0207100131X,12156,32142
0207100132X,12157,32143
0207100133X,12158,32144
0207100134X,12159,32145
0207100135X,12160,32146
0207100136X,12161,32147
0207100137X,12162,32148
0207100138X,12163,32149
0207100139X,12164,32150
0207100140X,12165,32151
0207100141X,12166,32152
0207100142X,12167,32153
0207100143X,12168,32154
0207100144X,12169,32155
0207100145X,12170,32156
0207100146X,12171,32157
0207100147X,12172,32158
0207100148X,12173,32159
0207100149X,12174,32160
0207100150X,12175,32161
0207100151X,12176,32162
0207100152X,12177,32163
0207100153X,12178,32164
0207100154X,12179,32165
0207100155X,12180,32166
0207100156X,12181,32167
0207100157X,12182,32168
0207100158X,12183,32169
0207100159X,12184,32170
0207100160X,12185,32171
0207100161X,12186,32172
0207100162X,12187,32173
0207100163X,12188,32174
0207100164X,12189,32175
0207100165X,12190,32176
0207100166X,12191,32177
0207100167X,12192,32178
0207100168X,12193,32179
0207100169X,12194,32180
0207100170X,12195,32181
0207100171X,12196,32182
0207100172X,12197,32183
0207100173X,12198,32184
0207100174X,12199,32185
0207100175X,12200,32186
0207100176X,12201,32187
0207100177X,12202,32188
0207100178X,12203,32189
0207100179X,12204,32190
0207100180X,12205,32191
0207100181X,12206,32192
0207100182X,12207,32193
0207100183X,12208,32194
0207100184X,12209,32195
0207100185X,12210,32196
0207100186X,12211,32197
0207100187X,12212,32198
0207100188X,12213,32199
0207100189X,12214,32200
0207100190X,12215,32201
0207100191X,12216,32202
0207100192X,12217,32203
0207100193X,12218,32204
0207100194X,12219,32205
0207100195X,12220,32206
0207100196X,12221,32207
0207100197X,12222,32208
0207100198X,12223,32209
0207100199X,12224,32210
0207100200X,12225,32211
0207100201X,12226,32212
0207100202X,12227,32213
0207100203X,12228,32214
0207100204X,12229,32215
0207100205X,12230,32216
0207100206X,12231,32217
0207100207X,12232,32218
0207100208X,12233,32219
0207100209X,12234,32220
0207100210X,12235,32221
0207100211X,12236,32222
0207100212X,12237,32223
0207100213X,12238,32224
0207100214X,12239,32225
0207100215X,12240,32226
0207100216X,12241,32227
0207100217X,12242,32228
0207100218X,12243,32229
0207100219X,12244,32230
0207100220X,12245,32231
0207100221X,12246,32232
0207100222X,12247,32233
0207100223X,12248,32234
0207100224X,12249,32235
0207100225X,12250,32236
0207100226X,12251,32237
0207100227X,12252,32238
0207100228X,12253,32239
0207100229X,12254,32240
0207100230X,12255,32241
0207100231X,12256,32242
0207100232X,12257,32243
0207100233X,12258,32244
0207100234X,12259,32245
0207100235X,12260,32246
0207100236X,12261,32247
0207100237X,12262,32248
0207100238X,12263,32249
0207100239X,12264,32250
0207100240X,12265,32251
0207100241X,12266,32252
0207100242X,12267,32253
0207100243X,12268,32254
0207100244X,12269,32255
0207100245X,12270,32256
0207100246X,12271,32257
0207100247X,12272,32258
0207100248X,12273,32259
0207100249X,12274,32260
0207100250X,12275,32261
0207100251X,12276,32262
0207100252X,12277,32263
0207100253X,12278,32264
0207100254X,12279,32265
0207100255X,12280,32266
0207100256X,12281,32267
0207100257X,12282,32268
0207100258X,12283,32269
0207100259X,12284,32270
0207100260X,12285,32271
0207100261X,12286,32272
0207100262X,12287,32273
0207100263X,12288,32274
0207100264X,12289,32275
0207100265X,12290,32276
0207100266X,12291,32277
0207100267X,12292,32278
0207100268X,12293,32279
0207100269X,12294,32280
0207100270X,12295,32281
0207100271X,12296,32282
0207100272X,12297,32283
0207100273X,12298,32284
0207100274X,12299,32285
0207100275X,12300,32286
0207100276X,12301,32287
0207100277X,12302,32288
0207100278X,12303,32289
0207100279X,12304,32290
0207100280X,12305,32291
0207100281X,12306,32292
0207100282X,12307,32293
0207100283X,12308,32294
0207100284X,12309,32295
0207100285X,12310,32296
0207109001E,12311,32297
0207109002E,12312,32298
0207109003E,12313,32299
0207109004E,12314,32300
0207109005E,12315,32301
0207109006E,12316,32302
0207109007E,12317,32303
0207200001X,19995,32304
0207200002X,19996,32305
0207200003X,19997,32306
0207200004X,19998,32307
0207200005X,19999,32308
0207200006X,20000,32309
0207200007X,20001,32310
0207200008X,20002,32311
0207200009X,20003,32312
0207200010X,20004,32313
0207200011X,20005,32314
0207200012X,20006,32315
0207200013X,20007,32316
0207200014X,20008,32317
0207200015X,20009,32318
0207200016X,20010,32319
0207200017X,20011,32320
0207200018X,20012,32321
0207200019X,20013,32322
0207200020X,20014,32323
0207200021X,20015,32324
0207200022X,20016,32325
0207200023X,20017,32326
0207200024X,20018,32327
0207200025X,20019,32328
0207200026X,20020,32329
0207200027X,20021,32330
0207200028X,20022,32331
0207200029X,20023,32332
0207200030X,20024,32333
0207200031X,20025,32334
0207200032X,20026,32335
0207200033X,20027,32336
0207200034X,20028,32337
0207200035X,20029,32338
0207200036X,20030,32339
0207200037X,20031,32340
0207200038X,20032,32341
0207200039X,20033,32342
0207200040X,20034,32343
0207200041X,20035,32344
0207200042X,20036,32345
0207200043X,20037,32346
0207200044X,20038,32347
0207200045X,20039,32348
0207200046X,20040,32349
0207200047X,20041,32350
0207200048X,20042,32351
0207200049X,20043,32352
0207200050X,20044,32353
0207200051X,20045,32354
0207209001E,20046,32355
0207300001X,12318,32356
0207300002X,12319,32357
0207300003X,12320,32358
0207300004X,12321,32359
0207300005X,12322,32360
0207300006X,12323,32361
0207300007X,12324,32362
0207300008X,12325,32363
0207300009X,12326,32364
0207300010X,12327,32365
0207300011X,12328,32366
0207300012X,12329,32367
0207300013X,12330,32368
0207300014X,12331,32369
0207300015X,12332,32370
0207300016X,12333,32371
0207300017X,12334,32372
0207300018X,12335,32373
0207300019X,12336,32374
0207300020X,12337,32375
0207300021X,12338,32376
0207300022X,12339,32377
0207300023X,12340,32378
0207300024X,12341,32379
0207300025X,12342,32380
0207300026X,12343,32381
0207300027X,12344,32382
0207300028X,12345,32383
0207300029X,12346,32384
0207300030X,12347,32385
0207300031X,12348,32386
0207300032X,12349,32387
0207309001E,12350,32388
0207400001X,12351,32389
0207400002X,12352,32390
0207400003X,12353,32391
0207400004X,12354,32392
0207400005X,12355,32393
0207400006X,12356,32394
0207400007X,12357,32395
0207400008X,12358,32396
0207400009X,12359,32397
0207400010X,12360,32398
0207400011X,12361,32399
0207400012X,12362,32400
0207400013X,12363,32401
0207400014X,12364,32402
0207400015X,12365,32403
0207400016X,12366,32404
0207400017X,12367,32405
0207400018X,12368,32406
0207400019X,12369,32407
0207400020X,12370,32408
0207400021X,12371,32409
0207400022X,12372,32410
0207400023X,12373,32411
0207400024X,12374,32412
0207400025X,12375,32413
0207400026X,12376,32414
0207400027X,12377,32415
0207400028X,12378,32416
0207400029X,12379,32417
0207400030X,12380,32418
0207400031X,12381,32419
0207400032X,12382,32420
0207400033X,12383,32421
0207400034X,12384,32422
0207400035X,12385,32423
0207400036X,12386,32424
0207400037X,12387,32425
0207400038X,12388,32426
0207400039X,12389,32427
0207400040X,12390,32428
0207400041X,12391,32429
0207400042X,12392,32430
0207400043X,12393,32431
0207400044X,12394,32432
0207400045X,12395,32433
0207400046X,12396,32434
0207400047X,12397,32435
0207400048X,12398,32436
0207400049X,12399,32437
0207400050X,12400,32438
0207400051X,12401,32439
0207400052X,12402,32440
0207400053X,12403,32441
0207400054X,12404,32442
0207400055X,12405,32443
0207400056X,12406,32444
0207400057X,12407,32445
0207400058X,12408,32446
0207400059X,12409,32447
0207400060X,12410,32448
0207400061X,12411,32449
0207400062X,12412,32450
0207400063X,12413,32451
0207400064X,12414,32452
0207400065X,12415,32453
0207400066X,12416,32454
0207400067X,12417,32455
0207400068X,12418,32456
0207400069X,12419,32457
0207400070X,12420,32458
0207400071X,12421,32459
0207400072X,12422,32460
0207400073X,12423,32461
0207400074X,12424,32462
0207400075X,12425,32463
0207400076X,12426,32464
0207400077X,12427,32465
0207400078X,12428,32466
0207400079X,12429,32467
0207400080X,12430,32468
0207400081X,12431,32469
0207400082X,12432,32470
0207400083X,12433,32471
0207400084X,12434,32472
0207400085X,12435,32473
0207400086X,12436,32474
0207400087X,12437,32475
0207400088X,12438,32476
0207400089X,12439,32477
0207400090X,12440,32478
0207400091X,12441,32479
0207400092X,12442,32480
0207400093X,12443,32481
0207400094X,12444,32482
0207400095X,12445,32483
0207400096X,12446,32484
0207400097X,12447,32485
0207400098X,12448,32486
0207400099X,12449,32487
0207409001E,12450,32488
0207409002E,12451,32489
0207500001X,12452,32490
0207500002X,12453,32491
0207500003X,12454,32492
0207500004X,12455,32493
0207500005X,12456,32494
0207500006X,12457,32495
0207500007X,12458,32496
0207500008X,12459,32497
0207500009X,12460,32498
0207500010X,12461,32499
0207500011X,12462,32500
0207500012X,12463,32501
0207500013X,12464,32502
0207500014X,12465,32503
0207500015X,12466,32504
0207500016X,12467,32505
0207500017X,12468,32506
0207500018X,12469,32507
0207500019X,12470,32508
0207500020X,12471,32509
0207500021X,12472,32510
0207500022X,12473,32511
0207500023X,12474,32512
0207500024X,12475,32513
0207500025X,12476,32514
0207500026X,12477,32515
0207500027X,12478,32516
0207500028X,12479,32517
0207500029X,12480,32518
0207500030X,12481,32519
0207500031X,12482,32520
0207500032X,12483,32521
0207500033X,12484,32522
0207500034X,12485,32523
0207500035X,12486,32524
0207500036X,12487,32525
0207500037X,12488,32526
0207500038X,12489,32527
0207500039X,12490,32528
0207500040X,12491,32529
0207500041X,12492,32530
0207500042X,12493,32531
0207500043X,12494,32532
0207500044X,12495,32533
0207500045X,12496,32534
0207500046X,12497,32535
0207500047X,12498,32536
0207500048X,12499,32537
0207500049X,12500,32538
0207500050X,12501,32539
0207500051X,12502,32540
0207500052X,12503,32541
0207500053X,12504,32542
0207500054X,12505,32543
0207500055X,12506,32544
0207500056X,12507,32545
0207500057X,12508,32546
0207500058X,12509,32547
0207500059X,12510,32548
0207500060X,12511,32549
0207500061X,12512,32550
0207500062X,12513,32551
0207500063X,12514,32552
0207500064X,12515,32553
0207500065X,12516,32554
0207500066X,12517,32555
0207500067X,12518,32556
0207500068X,12519,32557
0207500069X,12520,32558
0207500070X,12521,32559
0207500071X,12522,32560
0207500072X,12523,32561
0207500073X,12524,32562
0207500074X,12525,32563
0207500075X,12526,32564
0207500076X,12527,32565
0207500077X,12528,32566
0207500078X,12529,32567
0207500079X,12530,32568
0207500080X,12531,32569
0207500081X,12532,32570
0207500082X,12533,32571
0207500083X,12534,32572
0207500084X,12535,32573
0207500085X,12536,32574
0207500086X,12537,32575
0207500087X,12538,32576
0207500088X,12539,32577
0207500089X,12540,32578
0207500090X,12541,32579
0207500091X,12542,32580
0207500092X,12543,32581
0207500093X,12544,32582
0207500094X,12545,32583
0207500095X,12546,32584
0207500096X,12547,32585
0207500097X,12548,32586
0207500098X,12549,32587
0207500099X,12550,32588
0207500100X,12551,32589
0207500101X,12552,32590
0207500102X,12553,32591
0207500103X,12554,32592
0207500104X,12555,32593
0207500105X,12556,32594
0207500106X,12557,32595
0207500107X,12558,32596
0207500108X,12559,32597
0207500109X,12560,32598
0207500110X,12561,32599
0207500111X,12562,32600
0207500112X,12563,32601
0207500113X,12564,32602
0207500114X,12565,32603
0207500115X,12566,32604
0207500116X,12567,32605
0207500117X,12568,32606
0207500118X,12569,32607
0207500119X,12570,32608
0207500120X,12571,32609
0207500121X,12572,32610
0207500122X,12573,32611
0207500123X,12574,32612
0207500124X,12575,32613
0207500125X,12576,32614
0207500126X,12577,32615
0207500127X,12578,32616
0207500128X,12579,32617
0207500129X,12580,32618
0207500130X,12581,32619
0207500131X,12582,32620
0207500132X,12583,32621
0207500133X,12584,32622
0207500134X,12585,32623
0207500135X,12586,32624
0207500136X,12587,32625
0207500137X,12588,32626
0207500138X,12589,32627
0207500139X,12590,32628
0207500140X,12591,32629
0207500141X,12592,32630
0207500142X,12593,32631
0207500143X,12594,32632
0207500144X,12595,32633
0207500145X,12596,32634
0207509001E,12597,32635
0207509002E,12598,32636
0207509003E,12599,32637
0207509004E,12600,32638
0207509005E,12601,32639
0207509006E,12602,32640
0207509007E,12603,32641
0207600001X,12604,32642
0207600002X,12605,32643
0207600003X,12606,32644
0207600004X,12607,32645
0207600005X,12608,32646
0207600006X,12609,32647
0207600007X,12610,32648
0207600008X,12611,32649
0207600009X,12612,32650
0207600010X,12613,32651
0207600011X,12614,32652
0207600012X,12615,32653
0207600013X,12616,32654
0207600014X,12617,32655
0207600015X,12618,32656
0207600016X,12619,32657
0207600017X,12620,32658
0207600018X,12621,32659
0207600019X,12622,32660
0207600020X,12623,32661
0207600021X,12624,32662
0207600022X,12625,32663
0207600023X,12626,32664
0207600024X,12627,32665
0207600025X,12628,32666
0207600026X,12629,32667
0207600027X,12630,32668
0207600028X,12631,32669
0207600029X,12632,32670
0207600030X,12633,32671
0207600031X,12634,32672
0207600032X,12635,32673
0207600033X,12636,32674
0207600034X,12637,32675
0207600035X,12638,32676
0207600036X,12639,32677
0207600037X,12640,32678
0207600038X,12641,32679
0207600039X,12642,32680
0207600040X,12643,32681
0207600041X,12644,32682
0207600042X,12645,32683
0207600043X,12646,32684
0207600044X,12647,32685
0207600045X,12648,32686
0207600046X,12649,32687
0207600047X,12650,32688
0207600048X,12651,32689
0207600049X,12652,32690
0207600050X,12653,32691
0207600051X,12654,32692
0207600052X,12655,32693
0207600053X,12656,32694
0207600054X,12657,32695
0207600055X,12658,32696
0207600056X,12659,32697
0207600057X,12660,32698
0207600058X,12661,32699
0207600059X,12662,32700
0207600060X,12663,32701
0207600061X,12664,32702
0207600062X,12665,32703
0207600063X,12666,32704
0207600064X,12667,32705
0207600065X,12668,32706
0207600066X,12669,32707
0207600067X,12670,32708
0207600068X,12671,32709
0207600069X,12672,32710
0207600070X,12673,32711
0207600071X,12674,32712
0207600072X,12675,32713
0207600073X,12676,32714
0207600074X,12677,32715
0207600075X,12678,32716
0207600076X,12679,32717
0207600077X,12680,32718
0207600078X,12681,32719
0207600079X,12682,32720
0207600080X,12683,32721
0207600081X,12684,32722
0207600082X,12685,32723
0207600083X,12686,32724
0207600084X,12687,32725
0207600085X,12688,32726
0207600086X,12689,32727
0207600087X,12690,32728
0207600088X,12691,32729
0207600089X,12692,32730
0207600090X,12693,32731
0207600091X,12694,32732
0207600092X,12695,32733
0207600093X,12696,32734
0207600094X,12697,32735
0207600095X,12698,32736
0207600096X,12699,32737
0207600097X,12700,32738
0207600098X,12701,32739
0207600099X,12702,32740
0207600100X,12703,32741
0207600101X,12704,32742
0207600102X,12705,32743
0207600103X,12706,32744
0207600104X,12707,32745
0207600105X,12708,32746
0207600106X,12709,32747
0207600107X,12710,32748
0207600108X,12711,32749
0207600109X,12712,32750
0207600110X,12713,32751
0207600111X,12714,32752
0207600112X,12715,32753
0207600113X,12716,32754
0207600114X,12717,32755
0207600115X,12718,32756
0207600116X,12719,32757
0207600117X,12720,32758
0207600118X,12721,32759
0207600119X,12722,32760
0207600120X,12723,32761
0207600121X,12724,32762
0207600122X,12725,32763
0207600123X,12726,32764
0207600124X,12727,32765
0207600125X,12728,32766
0207600126X,12729,32767
0207600127X,12730,32768
0207600128X,12731,32769
0207600129X,12732,32770
0207600130X,12733,32771
0207600131X,12734,32772
0207600132X,12735,32773
0207600133X,12736,32774
0207600134X,12737,32775
0207600135X,12738,32776
0207600136X,12739,32777
0207600137X,12740,32778
0207600138X,12741,32779
0207600139X,12742,32780
0207600140X,12743,32781
0207600141X,12744,32782
0207600142X,12745,32783
0207600143X,12746,32784
0207600144X,12747,32785
0207600145X,12748,32786
0207600146X,12749,32787
0207600147X,12750,32788
0207600148X,12751,32789
0207600149X,12752,32790
0207600150X,12753,32791
0207600151X,12754,32792
0207600152X,12755,32793
0207600153X,12756,32794
0207600154X,12757,32795
0207600155X,12758,32796
0207600156X,12759,32797
0207600157X,12760,32798
0207600158X,12761,32799
0207600159X,12762,32800
0207600160X,12763,32801
0207600161X,12764,32802
0207600162X,12765,32803
0207600163X,12766,32804
0207600164X,12767,32805
0207600165X,12768,32806
0207600166X,12769,32807
0207600167X,12770,32808
0207600168X,12771,32809
0207600169X,12772,32810
0207600170X,12773,32811
0207600171X,12774,32812
0207600172X,12775,32813
0207600173X,12776,32814
0207600174X,12777,32815
0207609001E,12778,32816
0207609002E,12779,32817
0207700001X,12780,32818
0207700002X,12781,32819
0207700003X,12782,32820
0207700004X,12783,32821
0207700005X,12784,32822
0207700006X,12785,32823
0207700007X,12786,32824
0207700008X,12787,32825
0207700009X,12788,32826
0207700010X,12789,32827
0207700011X,12790,32828
0207700012X,12791,32829
0207700013X,12792,32830
0207700014X,12793,32831
0207700015X,12794,32832
0207700016X,12795,32833
0207700017X,12796,32834
0207700018X,12797,32835
0207700019X,12798,32836
0207700020X,12799,32837
0207700021X,12800,32838
0207700022X,12801,32839
0207700023X,12802,32840
0207700024X,12803,32841
0207700025X,12804,32842
0207700026X,12805,32843
0207700027X,12806,32844
0207700028X,12807,32845
0207700029X,12808,32846
0207700030X,12809,32847
0207700031X,12810,32848
0207700032X,12811,32849
0207700033X,12812,32850
0207700034X,12813,32851
0207700035X,12814,32852
0207700036X,12815,32853
0207700037X,12816,32854
0207700038X,12817,32855
0207700039X,12818,32856
0207700040X,12819,32857
0207700041X,12820,32858
0207700042X,12821,32859
0207700043X,12822,32860
0207700044X,12823,32861
0207700045X,12824,32862
0207700046X,12825,32863
0207700047X,12826,32864
0207700048X,12827,32865
0207700049X,12828,32866
0207700050X,12829,32867
0207700051X,12830,32868
0207700052X,12831,32869
0207700053X,12832,32870
0207700054X,12833,32871
0207700055X,12834,32872
0207700056X,12835,32873
0207700057X,12836,32874
0207700058X,12837,32875
0207700059X,12838,32876
0207700060X,12839,32877
0207700061X,12840,32878
0207700062X,12841,32879
0207700063X,12842,32880
0207700064X,12843,32881
0207700065X,12844,32882
0207700066X,12845,32883
0207700067X,12846,32884
0207700068X,12847,32885
0207700069X,12848,32886
0207700070X,12849,32887
0207700071X,12850,32888
0207700072X,12851,32889
0207700073X,12852,32890
0207700074X,12853,32891
0207700075X,12854,32892
0207700076X,12855,32893
0207700077X,12856,32894
0207700078X,12857,32895
0207700079X,12858,32896
0207700080X,12859,32897
0207700081X,12860,32898
0207700082X,12861,32899
0207700083X,12862,32900
0207700084X,12863,32901
0207700085X,12864,32902
0207700086X,12865,32903
0207700087X,12866,32904
0207700088X,12867,32905
0207700089X,12868,32906
0207700090X,12869,32907
0207700091X,12870,32908
0207700092X,12871,32909
0207700093X,12872,32910
0207700094X,12873,32911
0207700095X,12874,32912
0207700096X,12875,32913
0207700097X,12876,32914
0207700098X,12877,32915
0207700099X,12878,32916
0207700100X,12879,32917
0207700101X,12880,32918
0207700102X,12881,32919
0207700103X,12882,32920
0207700104X,12883,32921
0207700105X,12884,32922
0207700106X,12885,32923
0207700107X,12886,32924
0207700108X,12887,32925
0207700109X,12888,32926
0207700110X,12889,32927
0207700111X,12890,32928
0207700112X,12891,32929
0207700113X,12892,32930
0207700114X,12893,32931
0207700115X,12894,32932
0207700116X,12895,32933
0207700117X,12896,32934
0207700118X,12897,32935
0207700119X,12898,32936
0207700120X,12899,32937
0207700121X,12900,32938
0207700122X,12901,32939
0207700123X,12902,32940
0207700124X,12903,32941
0207700125X,12904,32942
0207700126X,12905,32943
0207700127X,12906,32944
0207700128X,12907,32945
0207700129X,12908,32946
0207700130X,12909,32947
0207700131X,12910,32948
0207700132X,12911,32949
0207700133X,12912,32950
0207700134X,12913,32951
0207700135X,12914,32952
0207700136X,12915,32953
0207700137X,12916,32954
0207700138X,12917,32955
0207700139X,12918,32956
0207700140X,12919,32957
0207700141X,12920,32958
0207700142X,12921,32959
0207700143X,12922,32960
0207700144X,12923,32961
0207700145X,12924,32962
0207700146X,12925,32963
0207700147X,12926,32964
0207700148X,12927,32965
0207700149X,12928,32966
0207700150X,12929,32967
0207700151X,12930,32968
0207700152X,12931,32969
0207700153X,12932,32970
0207700154X,12933,32971
0207700155X,12934,32972
0207700156X,12935,32973
0207700157X,12936,32974
0207700158X,12937,32975
0207700159X,12938,32976
0207700160X,12939,32977
0207700161X,12940,32978
0207700162X,12941,32979
0207700163X,12942,32980
0207700164X,12943,32981
0207700165X,12944,32982
0207700166X,12945,32983
0207700167X,12946,32984
0207700168X,12947,32985
0207700169X,12948,32986
0207700170X,12949,32987
0207700171X,12950,32988
0207700172X,12951,32989
0207700173X,12952,32990
0207700174X,12953,32991
0207700175X,12954,32992
0207700176X,12955,32993
0207700177X,12956,32994
0207700178X,12957,32995
0207700179X,12958,32996
0207700180X,12959,32997
0207700181X,12960,32998
0207700182X,12961,32999
0207700183X,12962,33000
0207700184X,12963,33001
0207700185X,12964,33002
0207700186X,12965,33003
0207700187X,12966,33004
0207700188X,12967,33005
0207700189X,12968,33006
0207700190X,12969,33007
0207700191X,12970,33008
0207700192X,12971,33009
0207700193X,12972,33010
0207700194X,12973,33011
0207700195X,12974,33012
0207700196X,12975,33013
0207700197X,12976,33014
0207700198X,12977,33015
0207700199X,12978,33016
0207700200X,12979,33017
0207700201X,12980,33018
0207700202X,12981,33019
0207700203X,12982,33020
0207700204X,12983,33021
0207700205X,12984,33022
0207700206X,12985,33023
0207700207X,12986,33024
0207700208X,12987,33025
0207700209X,12988,33026
0207700210X,12989,33027
0207700211X,12990,33028
0207700212X,12991,33029
0207700213X,12992,33030
0207700214X,12993,33031
0207700215X,12994,33032
0207700216X,12995,33033
0207700217X,12996,33034
0207700218X,12997,33035
0207700219X,12998,33036
0207700220X,12999,33037
0207700221X,13000,33038
0207700222X,13001,33039
0207700223X,13002,33040
0207700224X,13003,33041
0207700225X,13004,33042
0207700226X,13005,33043
0207700227X,13006,33044
0207700228X,13007,33045
0207700229X,13008,33046
0207700230X,13009,33047
0207700231X,13010,33048
0207700232X,13011,33049
0207700233X,13012,33050
0207700234X,13013,33051
0207700235X,13014,33052
0207700236X,13015,33053
0207700237X,13016,33054
0207700238X,13017,33055
0207700239X,13018,33056
0207700240X,13019,33057
0207700241X,13020,33058
0207700242X,13021,33059
0207700243X,13022,33060
0207700244X,13023,33061
0207700245X,13024,33062
0207700246X,13025,33063
0207700247X,13026,33064
0207700248X,13027,33065
0207700249X,13028,33066
0207700250X,13029,33067
0207700251X,13030,33068
0207700252X,13031,33069
0207700253X,13032,33070
0207700254X,13033,33071
0207700255X,13034,33072
0207700256X,13035,33073
0207700257X,13036,33074
0207700258X,13037,33075
0207700259X,13038,33076
0207700260X,13039,33077
0207700261X,13040,33078
0207700262X,13041,33079
0207700263X,13042,33080
0207700264X,13043,33081
0207700265X,13044,33082
0207700266X,13045,33083
0207700267X,13046,33084
0207700268X,13047,33085
0207700269X,13048,33086
0207700270X,13049,33087
0207700271X,13050,33088
0207700272X,13051,33089
0207700273X,13052,33090
0207700274X,13053,33091
0207700275X,13054,33092
0207700276X,13055,33093
0207700277X,13056,33094
0207700278X,13057,33095
0207700279X,13058,33096
0207700280X,13059,33097
0207700281X,13060,33098
0207700282X,13061,33099
0207700283X,13062,33100
0207700284X,13063,33101
0207700285X,13064,33102
0207700286X,13065,33103
0207700287X,13066,33104
0207700288X,13067,33105
0207700289X,13068,33106
0207700290X,13069,33107
0207700291X,13070,33108
0207700292X,13071,33109
0207700293X,13072,33110
0207700294X,13073,33111
0207700295X,13074,33112
0207700296X,13075,33113
0207700297X,13076,33114
0207700298X,13077,33115
0207700299X,13078,33116
0207700300X,13079,33117
0207700301X,13080,33118
0207700302X,13081,33119
0207700303X,13082,33120
0207700304X,13083,33121
0207700305X,13084,33122
0207700306X,13085,33123
0207700307X,13086,33124
0207700308X,13087,33125
0207700309X,13088,33126
0207700310X,13089,33127
0207700311X,13090,33128
0207700312X,13091,33129
0207700313X,13092,33130
0207700314X,13093,33131
0207700315X,13094,33132
0207700316X,13095,33133
0207700317X,13096,33134
0207700318X,13097,33135
0207700319X,13098,33136
0207700320X,13099,33137
0207700321X,13100,33138
0207700322X,13101,33139
0207700323X,13102,33140
0207700324X,13103,33141
0207700325X,13104,33142
0207700326X,13105,33143
0207700327X,13106,33144
0207700328X,13107,33145
0207700329X,13108,33146
0207700330X,13109,33147
0207700331X,13110,33148
0207700332X,13111,33149
0207700333X,13112,33150
0207700334X,13113,33151
0207700335X,13114,33152
0207700336X,13115,33153
