co,id2_intermedio,id3_intermedio
0201300053X,5184,13875
0201300054X,5185,13876
0201300055X,5186,13877
0201300056X,5187,13878
0201300057X,5188,13879
0201300058X,5189,13880
0201300059X,5190,13881
0201300060X,5191,13882
0201300061X,5192,13883
0201300062X,5193,13884
0201300063X,5194,13885
0201300064X,5195,13886
0201300065X,5196,13887
0201300066X,5197,13888
0201300067X,5198,13889
0201300068X,5199,13890
0201300069X,5200,13891
0201300070X,5201,13892
0201300071X,5202,13893
0201300072X,5203,13894
0201300073X,5204,13895
0201300074X,5205,13896
0201300075X,5206,13897
0201300076X,5207,13898
0201300077X,5208,13899
0201300078X,5209,13900
0201300079X,5210,13901
0201300080X,5211,13902
0201300081X,5212,13903
0201300082X,5213,13904
0201300083X,5214,13905
0201300084X,5215,13906
0201300085X,5216,13907
0201300086X,5217,13908
0201300087X,5218,13909
0201300088X,5219,13910
0201300089X,5220,13911
0201300090X,5221,13912
0201300091X,5222,13913
0201300092X,5223,13914
0201300093X,5224,13915
0201300094X,5225,13916
0201300095X,5226,13917
0201300096X,5227,13918
0201300097X,5228,13919
0201309001E,5229,13920
0201400001X,5230,13921
0201400002X,5231,13922
0201400003X,5232,13923
0201400004X,5233,13924
0201400005X,5234,13925
0201400006X,5235,13926
0201400007X,5236,13927
0201400008X,5237,13928
0201400009X,5238,13929
0201400010X,5239,13930
0201400011X,5240,13931
0201400012X,5241,13932
0201400013X,5242,13933
0201400014X,5243,13934
0201400015X,5244,13935
0201400016X,5245,13936
0201400017X,5246,13937
0201400018X,5247,13938
0201400019X,5248,13939
0201400020X,5249,13940
0201400021X,5250,13941
0201400022X,5251,13942
0201400023X,5252,13943
0201400024X,5253,13944
0201400025X,5254,13945
0201400026X,5255,13946
0201400027X,5256,13947
0201400028X,5257,13948
0201400029X,5258,13949
0201400030X,5259,13950
0201400031X,5260,13951
0201400032X,5261,13952
0201400033X,5262,13953
0201400034X,5263,13954
0201400035X,5264,13955
0201400036X,5265,13956
0201400037X,5266,13957
0201400038X,5267,13958
0201400039X,5268,13959
0201400040X,5269,13960
0201400041X,5270,13961
0201400042X,5271,13962
0201400043X,5272,13963
0201400044X,5273,13964
0201400045X,5274,13965
0201400046X,5275,13966
0201400047X,5276,13967
0201400048X,5277,13968
0201400049X,5278,13969
0201400050X,5279,13970
0201400051X,5280,13971
0201400052X,5281,13972
0201400053X,5282,13973
0201400054X,5283,13974
0201400055X,5284,13975
0201400056X,5285,13976
0201400057X,5286,13977
0201400058X,5287,13978
0201400059X,5288,13979
0201400060X,5289,13980
0201400061X,5290,13981
0201400062X,5291,13982
0201400063X,5292,13983
0201400064X,5293,13984
0201400065X,5294,13985
0201400066X,5295,13986
0201400067X,5296,13987
0201400068X,5297,13988
0201400069X,5298,13989
0201400070X,5299,13990
0201400071X,5300,13991
0201400072X,5301,13992
0201400073X,5302,13993
0201400074X,5303,13994
0201400075X,5304,13995
0201400076X,5305,13996
0201400077X,5306,13997
0201400078X,5307,13998
0201400079X,5308,13999
0201400080X,5309,14000
0201400081X,5310,14001
0201400082X,5311,14002
0201400083X,5312,14003
0201400084X,5313,14004
0201400085X,5314,14005
0201400086X,5315,14006
0201400087X,5316,14007
0201400088X,5317,14008
0201400089X,5318,14009
0201400090X,5319,14010
0201400091X,5320,14011
0201400092X,5321,14012
0201400093X,5322,14013
0201400094X,5323,14014
0201400095X,5324,14015
0201400096X,5325,14016
0201400097X,5326,14017
0201400098X,5327,14018
0201400099X,5328,14019
0201400100X,5329,14020
0201400101X,5330,14021
0201400102X,5331,14022
0201400103X,5332,14023
0201400104X,5333,14024
0201400105X,5334,14025
0201400106X,5335,14026
0201400107X,5336,14027
0201400108X,5337,14028
0201400109X,5338,14029
0201400110X,5339,14030
0201400111X,5340,14031
0201400112X,5341,14032
0201400113X,5342,14033
0201400114X,5343,14034
0201409001E,5344,14035
0201500001X,8700,14036
0201500002X,8701,14037
0201500003X,8702,14038
0201500004X,8703,14039
0201500005X,8704,14040
0201500006X,8705,14041
0201500007X,8706,14042
0201500008X,8707,14043
0201500009X,8708,14044
0201500010X,8709,14045
0201500011X,8710,14046
0201500012X,8711,14047
0201500013X,8712,14048
0201500014X,8713,14049
0201500015X,8714,14050
0201500016X,8715,14051
0201500017X,8716,14052
0201500018X,8717,14053
0201500019X,8718,14054
0201500020X,8719,14055
0201500021X,8720,14056
0201500022X,8721,14057
0201500023X,8722,14058
0201500024X,8723,14059
0201500025X,8724,14060
0201500026X,8725,14061
0201500027X,8726,14062
0201500028X,8727,14063
0201500029X,8728,14064
0201500030X,8729,14065
0201500031X,8730,14066
0201500032X,8731,14067
0201500033X,8732,14068
0201500034X,8733,14069
0201500035X,8734,14070
0201500036X,8735,14071
0201500037X,8736,14072
0201500038X,8737,14073
0201500039X,8738,14074
0201500040X,8739,14075
0201500041X,8740,14076
0201500042X,8741,14077
0201500043X,8742,14078
0201500044X,8743,14079
0201500045X,8744,14080
0201500046X,8745,14081
0201500047X,8746,14082
0201500048X,8747,14083
0201500049X,8748,14084
0201500050X,8749,14085
0201500051X,8750,14086
0201500052X,8751,14087
0201500053X,8752,14088
0201500054X,8753,14089
0201500055X,8754,14090
0201500056X,8755,14091
0201500057X,8756,14092
0201500058X,8757,14093
0201500059X,8758,14094
0201500060X,8759,14095
0201500061X,8760,14096
0201500062X,8761,14097
0201500063X,8762,14098
0201500064X,8763,14099
0201500065X,8764,14100
0201500066X,8765,14101
0201500067X,8766,14102
0201500068X,8767,14103
0201500069X,8768,14104
0201500070X,8769,14105
0201500071X,8770,14106
0201500072X,8771,14107
0201500073X,8772,14108
0201500074X,8773,14109
0201500075X,8774,14110
0201500076X,8775,14111
0201500077X,8776,14112
0201500078X,8777,14113
0201500079X,8778,14114
0201500080X,8779,14115
0201500081X,8780,14116
0201500082X,8781,14117
0201509001E,8782,14118
0201509002E,8783,14119
0201509003E,8784,14120
0201600001X,5345,14121
0201600002X,5346,14122
0201600003X,5347,14123
0201600004X,5348,14124
0201600005X,5349,14125
0201600006X,5350,14126
0201600007X,5351,14127
0201600008X,5352,14128
0201600009X,5353,14129
0201600010X,5354,14130
0201600011X,5355,14131
0201600012X,5356,14132
0201600013X,5357,14133
0201600014X,5358,14134
0201600015X,5359,14135
0201600016X,5360,14136
0201600017X,5361,14137
0201600018X,5362,14138
0201600019X,5363,14139
0201600020X,5364,14140
0201600021X,5365,14141
0201600022X,5366,14142
0201600023X,5367,14143
0201600024X,5368,14144
0201600025X,5369,14145
0201600026X,5370,14146
0201600027X,5371,14147
0201600028X,5372,14148
0201600029X,5373,14149
0201600030X,5374,14150
0201600031X,5375,14151
0201600032X,5376,14152
0201600033X,5377,14153
0201600034X,5378,14154
0201600035X,5379,14155
0201600036X,5380,14156
0201600037X,5381,14157
0201600038X,5382,14158
0201600039X,5383,14159
0201600040X,5384,14160
0201600041X,5385,14161
0201600042X,5386,14162
0201600043X,5387,14163
0201600044X,5388,14164
0201600045X,5389,14165
0201600046X,5390,14166
0201600047X,5391,14167
0201600048X,5392,14168
0201600049X,5393,14169
0201600050X,5394,14170
0201600051X,5395,14171
0201600052X,5396,14172
0201600053X,5397,14173
0201600054X,5398,14174
0201600055X,5399,14175
0201600056X,5400,14176
0201600057X,5401,14177
0201600058X,5402,14178
0201600059X,5403,14179
0201600060X,5404,14180
0201600061X,5405,14181
0201600062X,5406,14182
0201600063X,5407,14183
0201600064X,5408,14184
0201600065X,5409,14185
0201600066X,5410,14186
0201600067X,5411,14187
0201600068X,5412,14188
0201600069X,5413,14189
0201600070X,5414,14190
0201600071X,5415,14191
0201600072X,5416,14192
0201600073X,5417,14193
0201600074X,5418,14194
0201600075X,5419,14195
0201600076X,5420,14196
0201600077X,5421,14197
0201600078X,5422,14198
0201600079X,5423,14199
0201600080X,5424,14200
0201600081X,5425,14201
0201600082X,5426,14202
0201600083X,5427,14203
0201600084X,5428,14204
0201600085X,5429,14205
0201600086X,5430,14206
0201600087X,5431,14207
0201600088X,5432,14208
0201600089X,5433,14209
0201600090X,5434,14210
0201600091X,5435,14211
0201600092X,5436,14212
0201600093X,5437,14213
0201600094X,5438,14214
0201600095X,5439,14215
0201600096X,5440,14216
0201600097X,5441,14217
0201600098X,5442,14218
0201600099X,5443,14219
0201600100X,5444,14220
0201600101X,5445,14221
0201600102X,5446,14222
0201600103X,5447,14223
0201600104X,5448,14224
0201600105X,5449,14225
0201600106X,5450,14226
0201600107X,5451,14227
0201600108X,5452,14228
0201600109X,5453,14229
0201600110X,5454,14230
0201600111X,5455,14231
0201600112X,5456,14232
0201600113X,5457,14233
0201600114X,5458,14234
0201600115X,5459,14235
0201600116X,5460,14236
0201600117X,5461,14237
0201600118X,5462,14238
0201600119X,5463,14239
0201600120X,5464,14240
0201600121X,5465,14241
0201600122X,5466,14242
0201600123X,5467,14243
0201600124X,5468,14244
0201600125X,5469,14245
0201600126X,5470,14246
0201600127X,5471,14247
0201600128X,5472,14248
0201600129X,5473,14249
0201600130X,5474,14250
0201600131X,5475,14251
0201600132X,5476,14252
0201600133X,5477,14253
0201600134X,5478,14254
0201600135X,5479,14255
0201600136X,5480,14256
0201600137X,5481,14257
0201600138X,5482,14258
0201600139X,5483,14259
0201600140X,5484,14260
0201600141X,5485,14261
0201600142X,5486,14262
0201600143X,5487,14263
0201600144X,5488,14264
0201600145X,5489,14265
0201600146X,5490,14266
0201600147X,5491,14267
0201600148X,5492,14268
0201600149X,5493,14269
0201600150X,5494,14270
0201600151X,5495,14271
0201600152X,5496,14272
0201600153X,5497,14273
0201600154X,5498,14274
0201600155X,5499,14275
0201600156X,5500,14276
0201600157X,5501,14277
0201600158X,5502,14278
0201600159X,5503,14279
0201600160X,5504,14280
0201600161X,5505,14281
0201600162X,5506,14282
0201600163X,5507,14283
0201600164X,5508,14284
0201600165X,5509,14285
0201600166X,5510,14286
0201600167X,5511,14287
0201600168X,5512,14288
0201600169X,5513,14289
0201600170X,5514,14290
0201600171X,5515,14291
0201600172X,5516,14292
0201600173X,5517,14293
0201600174X,5518,14294
0201600175X,5519,14295
0201600176X,5520,14296
0201600177X,5521,14297
0201600178X,5522,14298
0201600179X,5523,14299
0201600180X,5524,14300
0201600181X,5525,14301
0201600182X,5526,14302
0201600183X,5527,14303
0201600184X,5528,14304
0201600185X,5529,14305
0201600186X,5530,14306
0201600187X,5531,14307
0201600188X,5532,14308
0201600189X,5533,14309
0201600190X,5534,14310
0201600191X,5535,14311
0201600192X,5536,14312
0201600193X,5537,14313
0201600194X,5538,14314
0201600195X,5539,14315
0201600196X,5540,14316
0201600197X,5541,14317
0201600198X,5542,14318
0201600199X,5543,14319
0201600200X,5544,14320
0201600201X,5545,14321
0201600202X,5546,14322
0201600203X,5547,14323
0201600204X,5548,14324
0201600205X,5549,14325
0201600206X,5550,14326
0201600207X,5551,14327
0201600208X,5552,14328
0201600209X,5553,14329
0201600210X,5554,14330
0201600211X,5555,14331
0201600212X,5556,14332
0201600213X,5557,14333
0201600214X,5558,14334
0201600215X,5559,14335
0201600216X,5560,14336
0201600217X,5561,14337
0201600218X,5562,14338
0201600219X,5563,14339
0201600220X,5564,14340
0201600221X,5565,14341
0201600222X,5566,14342
0201600223X,5567,14343
0201600224X,5568,14344
0201600225X,5569,14345
0201600226X,5570,14346
0201600227X,5571,14347
0201600228X,5572,14348
0201600229X,5573,14349
0201600230X,5574,14350
0201600231X,5575,14351
0201600232X,5576,14352
0201600233X,5577,14353
0201600234X,5578,14354
0201600235X,5579,14355
0201600236X,5580,14356
0201600237X,5581,14357
0201600238X,5582,14358
0201600239X,5583,14359
0201600240X,5584,14360
0201600241X,5585,14361
0201600242X,5586,14362
0201600243X,5587,14363
0201600244X,5588,14364
0201600245X,5589,14365
0201600246X,5590,14366
0201600247X,5591,14367
0201600248X,5592,14368
0201600249X,5593,14369
0201600250X,5594,14370
0201600251X,5595,14371
0201600252X,5596,14372
0201600253X,5597,14373
0201600254X,5598,14374
0201600255X,5599,14375
0201600256X,5600,14376
0201609001E,5601,14377
0201609002E,5602,14378
0201609003E,5603,14379
0201609004E,5604,14380
0201609005E,5605,14381
0201609006E,5606,14382
0201609007E,5607,14383
0201609008E,5608,14384
0201700001X,8785,14385
0201700002X,8786,14386
0201700003X,8787,14387
0201700004X,8788,14388
0201700005X,8789,14389
0201700006X,8790,14390
0201700007X,8791,14391
0201700008X,8792,14392
0201700009X,8793,14393
0201700010X,8794,14394
0201700011X,8795,14395
0201700012X,8796,14396
0201700013X,8797,14397
0201700014X,8798,14398
0201700015X,8799,14399
0201700016X,8800,14400
0201700017X,8801,14401
0201700018X,8802,14402
0201700019X,8803,14403
0201700020X,8804,14404
0201700021X,8805,14405
0201700022X,8806,14406
0201700023X,8807,14407
0201700024X,8808,14408
0201700025X,8809,14409
0201700026X,8810,14410
0201700027X,8811,14411
0201700028X,8812,14412
0201700029X,8813,14413
0201700030X,8814,14414
0201700031X,8815,14415
0201700032X,8816,14416
0201700033X,8817,14417
0201700034X,8818,14418
0201700035X,8819,14419
0201700036X,8820,14420
0201700037X,8821,14421
0201700038X,8822,14422
0201700039X,8823,14423
0201700040X,8824,14424
0201700041X,8825,14425
0201700042X,8826,14426
0201700043X,8827,14427
0201700044X,8828,14428
0201700045X,8829,14429
0201700046X,8830,14430
0201700047X,8831,14431
0201700048X,8832,14432
0201700049X,8833,14433
0201700050X,8834,14434
0201700051X,8835,14435
0201700052X,8836,14436
0201700053X,8837,14437
0201700054X,8838,14438
0201700055X,8839,14439
0201700056X,8840,14440
0201700057X,8841,14441
0201700058X,8842,14442
0201700059X,8843,14443
0201700060X,8844,14444
0201700061X,8845,14445
0201700062X,8846,14446
0201700063X,8847,14447
0201700064X,8848,14448
0201700065X,8849,14449
0201700066X,8850,14450
0201700067X,8851,14451
0201700068X,8852,14452
0201700069X,8853,14453
0201700070X,8854,14454
0201700071X,8855,14455
0201700072X,8856,14456
0201700073X,8857,14457
0201700074X,8858,14458
0201700075X,8859,14459
0201700076X,8860,14460
0201700077X,8861,14461
0201700078X,8862,14462
0201700079X,8863,14463
0201700080X,8864,14464
0201700081X,8865,14465
0201700082X,8866,14466
0201700083X,8867,14467
0201700084X,8868,14468
0201700085X,8869,14469
0201700086X,8870,14470
0201700087X,8871,14471
0201700088X,8872,14472
0201700089X,8873,14473
0201700090X,8874,14474
0201700091X,8875,14475
0201700092X,8876,14476
0201700093X,8877,14477
0201700094X,8878,14478
0201700095X,8879,14479
0201700096X,8880,14480
0201700097X,8881,14481
0201700098X,8882,14482
0201700099X,8883,14483
0201700100X,8884,14484
0201700101X,8885,14485
0201700102X,8886,14486
0201700103X,8887,14487
0201700104X,8888,14488
0201700105X,8889,14489
0201700106X,8890,14490
0201700107X,8891,14491
0201700108X,8892,14492
0201700109X,8893,14493
0201700110X,8894,14494
0201700111X,8895,14495
0201700112X,8896,14496
0201700113X,8897,14497
0201700114X,8898,14498
0201700115X,8899,14499
0201700116X,8900,14500
0201700117X,8901,14501
0201700118X,8902,14502
0201700119X,8903,14503
0201700120X,8904,14504
0201700121X,8905,14505
0201700122X,8906,14506
0201700123X,8907,14507
0201700124X,8908,14508
0201700125X,8909,14509
0201700126X,8910,14510
0201700127X,8911,14511
0201700128X,8912,14512
0201700129X,8913,14513
0201700130X,8914,14514
0201700131X,8915,14515
0201700132X,8916,14516
0201700133X,8917,14517
0201700134X,8918,14518
0201700135X,8919,14519
0201700136X,8920,14520
0201700137X,8921,14521
0201700138X,8922,14522
0201700139X,8923,14523
0201700140X,8924,14524
0201700141X,8925,14525
0201700142X,8926,14526
0201700143X,8927,14527
0201700144X,8928,14528
0201700145X,8929,14529
0201700146X,8930,14530
0201700147X,8931,14531
0201700148X,8932,14532
0201700149X,8933,14533
0201700150X,8934,14534
0201700151X,8935,14535
0201700152X,8936,14536
0201700153X,8937,14537
0201700154X,8938,14538
0201700155X,8939,14539
0201700156X,8940,14540
0201700157X,8941,14541
0201700158X,8942,14542
0201700159X,8943,14543
0201700160X,8944,14544
0201709001E,8945,14545
0201709002E,8946,14546
0201709003E,8947,14547
0201709004E,8948,14548
0201709005E,8949,14549
0201709006E,8950,14550
0201709007E,8951,14551
0201709008E,8952,14552
0201800001X,8953,14553
0201800002X,8954,14554
0201800003X,8955,14555
0201800004X,8956,14556
0201800005X,8957,14557
0201800006X,8958,14558
0201800007X,8959,14559
0201800008X,8960,14560
0201800009X,8961,14561
0201800010X,8962,14562
0201800011X,8963,14563
0201800012X,8964,14564
0201800013X,8965,14565
0201800014X,8966,14566
0201800015X,8967,14567
0201800016X,8968,14568
0201800017X,8969,14569
0201800018X,8970,14570
0201800019X,8971,14571
0201800020X,8972,14572
0201800021X,8973,14573
0201800022X,8974,14574
0201800023X,8975,14575
0201800024X,8976,14576
0201800025X,8977,14577
0201800026X,8978,14578
0201800027X,8979,14579
0201800028X,8980,14580
0201800029X,8981,14581
0201800030X,8982,14582
0201800031X,8983,14583
0201800032X,8984,14584
